深度/m	杨氏模量/Gpa	泊松比	断裂韧性/MPa·m^0.5	水平应力差/Mpa	垂向应力差/Mpa
316.3	29	0.152	1.01	9.8	11.7
316.4	12	0.136	0.27	5.8	14.9
316.5	37	0.244	0.17	9.1	12.3
316.6	25	0.388	0.55	9.0	14.4
316.7	40	0.172	0.22	6.7	13.1
316.8	24	0.123	0.26	7.3	11.3
316.9	15	0.132	0.45	6.2	11.0
317.0	30	0.141	0.82	9.3	18.0
317.1	31	0.231	0.31	9.0	20.0
317.2	19	0.159	0.02	5.3	14.4
317.3	14	0.103	0.13	5.0	17.6
317.4	26	0.367	0.68	6.4	13.9
317.5	19	0.359	0.45	8.3	10.9
317.6	32	0.344	0.02	6.6	18.3
317.7	36	0.364	0.15	6.9	13.4
317.8	25	0.148	1.3	5.2	13.5
317.9	14	0.103	1.03	6.6	14.4
318.0	35	0.368	0.93	6.7	16.8
318.1	33	0.284	0.24	6.6	18.1
318.2	17	0.156	0.27	9.6	17.0
318.3	20	0.29	0.5	5.9	17.1
318.4	24	0.349	0.59	8.7	18.3
318.5	18	0.356	1.19	6.2	13.5
318.6	10	0.224	1.02	8.9	16.9
318.7	35	0.12	0.07	9.2	14.5
318.8	22	0.262	0.4	8.7	19.6
318.9	40	0.341	1.4	5.3	16.7
319.0	26	0.283	1.32	6.3	18.0
319.1	28	0.197	0.03	8.1	13.3
319.2	39	0.11	1.0	7.9	12.2
319.3	30	0.393	1.05	6.2	10.1
319.4	28	0.37	1.0	9.3	12.7
319.5	10	0.204	1.0	7.4	16.0
319.6	18	0.293	0.2	8.2	10.0
319.7	18	0.337	0.18	5.4	14.5
319.8	13	0.198	0.0	9.5	19.3
319.9	22	0.133	1.06	8.4	19.1
320.0	35	0.281	0.04	6.3	16.4
320.1	28	0.288	0.66	7.6	17.3
320.2	33	0.308	0.77	7.9	16.4
320.3	30	0.202	1.1	9.2	15.6
320.4	20	0.241	0.61	8.1	14.8
320.5	24	0.123	1.48	7.5	13.2
320.6	29	0.203	1.37	8.8	18.4
320.7	39	0.338	0.78	9.7	10.8
320.8	14	0.118	0.31	6.9	12.0
320.9	32	0.381	1.12	9.7	15.9
321.0	30	0.304	0.21	6.5	10.4
321.1	22	0.338	0.22	9.9	19.9
321.2	12	0.207	1.47	7.5	15.7
321.3	29	0.315	1.11	8.5	19.0
321.4	16	0.358	0.81	9.9	12.8
321.5	34	0.368	0.39	9.8	16.7
321.6	25	0.345	1.02	6.1	12.6
321.7	29	0.4	0.58	5.8	11.1
321.8	21	0.171	0.56	5.1	12.9
321.9	10	0.158	1.46	5.2	19.6
322.0	19	0.225	1.23	5.2	17.9
322.1	30	0.167	1.29	7.7	11.4
322.2	19	0.205	1.35	6.8	16.4
322.3	18	0.366	0.99	5.4	13.4
322.4	37	0.294	1.42	5.5	15.2
322.5	10	0.102	0.26	7.8	11.3
322.6	30	0.18	1.45	6.1	17.6
322.7	26	0.151	1.29	5.9	12.7
322.8	15	0.242	0.64	7.9	12.5
322.9	37	0.22	1.37	9.1	18.5
323.0	18	0.37	1.32	6.8	20.0
323.1	18	0.399	1.08	6.7	11.1
323.2	16	0.298	0.02	5.6	13.9
323.3	11	0.2	0.42	5.3	15.4
323.4	16	0.335	0.88	6.3	14.5
323.5	16	0.376	1.43	7.3	18.4
323.6	27	0.322	0.45	9.1	10.4
323.7	25	0.271	0.32	10.0	14.4
323.8	32	0.368	1.13	9.4	16.1
323.9	17	0.365	1.09	9.3	18.7
324.0	14	0.271	0.31	5.0	13.0
324.1	39	0.314	0.32	5.4	14.6
324.2	36	0.321	1.39	9.3	15.2
324.3	13	0.374	0.73	9.0	15.6
324.4	11	0.301	0.53	9.2	17.0
324.5	13	0.341	1.38	5.1	14.5
324.6	18	0.198	0.46	8.3	14.4
324.7	12	0.24	0.48	6.1	19.8
324.8	22	0.172	1.45	9.4	14.1
324.9	28	0.362	0.42	7.2	15.1
325.0	22	0.153	0.77	5.6	16.0
325.1	20	0.206	1.25	5.6	19.3
325.2	27	0.238	1.34	6.9	14.0
325.3	26	0.264	0.1	6.6	12.7
325.4	33	0.362	0.05	7.9	15.5
325.5	40	0.215	0.6	9.6	15.5
325.6	12	0.272	0.1	7.9	17.4
325.7	21	0.137	0.67	5.6	17.3
325.8	19	0.396	1.36	7.1	19.8
325.9	22	0.148	0.87	8.1	11.4
326.0	19	0.224	1.29	5.5	15.8
326.1	35	0.184	1.41	8.6	11.6
326.2	32	0.341	0.02	7.4	12.4
326.3	12	0.376	0.67	5.6	14.3
326.4	26	0.358	1.13	10.0	16.0
326.5	11	0.267	1.15	6.4	12.1
326.6	15	0.121	1.12	7.8	12.9
326.7	18	0.192	0.08	6.7	14.0
326.8	34	0.209	1.01	10.0	18.5
326.9	11	0.316	0.58	7.4	10.1
327.0	17	0.249	0.14	5.3	14.8
327.1	21	0.123	0.77	6.1	14.2
327.2	11	0.4	1.32	5.8	14.1
327.3	11	0.275	0.55	7.1	16.9
327.4	34	0.193	0.46	7.1	10.8
327.5	35	0.25	0.1	5.3	17.0
327.6	38	0.288	1.35	7.5	15.4
327.7	13	0.17	1.08	5.8	15.3
327.8	36	0.326	0.73	5.4	14.3
327.9	21	0.396	0.14	6.7	13.0
328.0	39	0.207	1.44	9.8	13.3
328.1	32	0.252	0.62	7.1	13.4
328.2	21	0.198	1.24	9.1	16.0
328.3	25	0.137	1.0	7.8	13.5
328.4	19	0.214	0.85	8.8	13.8
328.5	29	0.365	0.79	9.6	18.6
328.6	11	0.107	0.07	5.5	16.9
328.7	20	0.164	0.4	8.0	12.4
328.8	11	0.38	0.49	8.3	13.5
328.9	36	0.383	0.74	7.0	18.0
329.0	26	0.375	0.84	7.7	16.0
329.1	28	0.359	1.39	9.7	14.6
329.2	14	0.199	0.12	7.6	18.3
329.3	29	0.282	1.34	10.0	18.3
329.4	17	0.252	0.69	6.0	15.7
329.5	32	0.317	1.02	8.9	14.6
329.6	10	0.289	0.07	5.6	12.5
329.7	32	0.293	0.21	7.6	13.1
329.8	33	0.4	0.06	7.0	17.2
329.9	24	0.194	0.36	8.2	10.2
330.0	28	0.356	0.89	6.1	12.3
330.1	30	0.207	1.13	8.7	10.0
330.2	14	0.209	0.57	7.7	16.0
330.3	10	0.137	0.31	8.7	17.0
330.4	35	0.378	1.36	5.3	18.1
330.5	15	0.341	0.16	9.5	16.2
330.6	10	0.215	0.64	6.3	12.8
330.7	18	0.163	1.22	7.1	15.0
330.8	19	0.322	0.93	9.4	19.8
330.9	14	0.23	0.04	9.7	18.0
331.0	14	0.166	1.38	8.0	13.3
331.1	31	0.331	0.97	7.3	16.2
331.2	17	0.343	1.15	6.5	19.9
331.3	13	0.279	0.54	10.0	12.3
331.4	35	0.336	1.37	7.9	17.0
331.5	33	0.375	0.4	8.3	19.4
331.6	32	0.133	1.22	5.1	14.7
331.7	38	0.38	0.15	9.7	10.7
331.8	22	0.147	1.0	9.6	17.8
331.9	16	0.151	0.31	9.2	10.1
332.0	30	0.236	0.5	9.0	13.5
332.1	13	0.21	0.16	5.5	15.3
332.2	33	0.211	1.02	8.0	15.8
332.3	20	0.202	0.16	6.5	12.4
332.4	30	0.162	0.15	7.7	18.5
332.5	10	0.312	1.0	9.8	16.0
332.6	14	0.306	0.08	5.5	10.2
332.7	11	0.248	1.29	9.4	17.5
332.8	38	0.36	0.91	8.1	12.4
332.9	25	0.102	0.01	9.2	16.4
333.0	27	0.19	1.08	7.2	16.4
333.1	26	0.244	0.33	8.6	16.0
333.2	37	0.261	1.38	9.9	15.0
333.3	25	0.141	0.68	8.5	19.3
333.4	15	0.302	0.68	5.4	11.0
333.5	20	0.338	0.99	8.1	18.2
333.6	33	0.289	0.35	7.5	10.6
333.7	35	0.368	1.03	9.1	17.0
333.8	26	0.225	0.69	6.2	16.8
333.9	24	0.385	0.11	6.6	10.1
334.0	28	0.231	0.93	6.4	15.8
334.1	17	0.339	1.25	8.6	12.5
334.2	18	0.207	0.2	8.0	10.0
334.3	38	0.165	0.92	5.2	14.9
334.4	12	0.207	0.19	8.6	19.2
334.5	31	0.329	0.74	9.4	11.0
334.6	19	0.128	0.97	6.4	20.0
334.7	12	0.183	0.84	6.2	13.5
334.8	14	0.285	1.46	5.2	10.3
334.9	13	0.171	0.41	6.4	10.2
335.0	26	0.245	1.23	9.0	11.5
335.1	12	0.134	1.25	7.0	14.7
335.2	34	0.237	0.07	6.5	19.8
335.3	39	0.388	1.09	8.1	17.6
335.4	29	0.222	0.54	9.0	11.0
335.5	31	0.333	0.76	8.1	18.2
335.6	39	0.377	0.45	9.1	10.4
335.7	25	0.162	1.44	6.4	18.6
335.8	32	0.201	1.01	6.4	12.1
335.9	17	0.397	0.71	7.1	16.1
336.0	11	0.293	1.29	5.3	10.7
336.1	35	0.327	0.35	5.6	12.0
336.2	19	0.261	0.31	9.6	18.7
336.3	20	0.164	0.19	8.1	14.5
336.4	23	0.193	0.13	7.3	12.8
336.5	24	0.246	0.25	5.2	14.5
336.6	40	0.24	0.34	5.3	14.9
336.7	10	0.214	0.84	9.8	18.9
336.8	14	0.316	1.08	8.5	12.6
336.9	37	0.262	1.28	8.8	15.3
337.0	39	0.154	0.63	6.7	16.9
337.1	37	0.21	0.17	8.0	14.1
337.2	37	0.111	1.34	5.8	18.5
337.3	10	0.248	1.34	9.4	10.4
337.4	27	0.336	0.11	6.6	16.1
337.5	36	0.349	0.69	9.6	12.7
337.6	24	0.151	0.92	7.3	11.1
337.7	36	0.375	0.0	9.3	13.9
337.8	24	0.143	0.13	6.9	15.2
337.9	22	0.372	1.36	8.1	10.9
338.0	18	0.386	0.68	5.2	16.7
338.1	32	0.285	0.11	5.5	14.5
338.2	11	0.14	0.68	6.6	15.0
338.3	23	0.392	1.08	8.5	14.6
338.4	14	0.166	0.08	8.8	11.0
338.5	33	0.218	0.64	8.9	16.6
338.6	39	0.316	1.31	8.0	19.0
338.7	36	0.349	1.1	8.5	11.2
338.8	10	0.121	1.26	8.7	18.8
338.9	10	0.333	1.21	9.4	16.8
339.0	32	0.148	1.09	6.4	19.8
339.1	37	0.233	0.05	6.0	11.4
339.2	12	0.324	0.97	9.2	10.7
339.3	12	0.323	0.84	5.1	18.1
339.4	14	0.194	0.24	5.4	15.9
339.5	29	0.225	0.58	6.1	18.2
339.6	13	0.321	1.42	6.3	15.7
339.7	31	0.122	1.36	5.8	11.9
339.8	13	0.339	1.17	7.5	12.6
339.9	15	0.226	0.63	8.2	12.0
340.0	27	0.133	0.47	8.5	11.9
340.1	36	0.274	0.18	6.1	17.8
340.2	14	0.187	1.19	7.7	11.6
340.3	19	0.377	0.58	9.6	10.5
340.4	11	0.16	0.4	8.9	19.8
340.5	34	0.167	0.52	8.7	18.1
340.6	38	0.244	1.32	6.7	11.1
340.7	10	0.316	0.06	8.6	18.6
340.8	25	0.271	0.0	9.3	17.7
340.9	23	0.357	0.32	7.3	19.5
341.0	36	0.376	0.25	6.8	18.1
341.1	18	0.247	0.69	7.6	15.4
341.2	25	0.167	0.19	6.0	18.4
341.3	13	0.128	0.19	9.1	15.1
341.4	23	0.397	0.56	8.0	18.1
341.5	30	0.281	1.34	9.5	14.2
341.6	28	0.124	0.27	9.5	11.6
341.7	23	0.338	0.87	5.9	14.5
341.8	17	0.296	1.39	8.0	20.0
341.9	23	0.264	1.1	6.4	16.0
342.0	27	0.248	0.08	5.0	12.6
342.1	34	0.323	0.53	7.0	19.0
342.2	33	0.372	1.33	6.4	19.1
342.3	18	0.284	1.33	5.1	11.3
342.4	31	0.151	0.11	8.3	16.6
342.5	36	0.217	1.45	9.4	18.1
342.6	39	0.118	1.32	5.3	13.9
342.7	12	0.141	1.28	6.7	17.3
342.8	11	0.179	0.65	8.8	12.0
342.9	35	0.372	1.24	5.0	14.4
343.0	11	0.145	0.82	8.1	16.5
343.1	28	0.148	0.92	8.1	17.8
343.2	21	0.324	1.3	9.4	10.7
343.3	17	0.119	1.38	5.4	11.1
343.4	12	0.153	0.51	9.1	11.8
343.5	11	0.236	0.82	8.2	15.7
343.6	20	0.376	1.03	7.9	15.7
343.7	27	0.352	1.48	8.7	13.7
343.8	18	0.134	0.46	7.2	14.9
343.9	19	0.174	0.42	9.7	12.6
344.0	33	0.155	0.95	10.0	14.2
344.1	11	0.275	0.41	8.9	18.3
344.2	20	0.285	0.43	7.3	13.2
344.3	14	0.205	0.97	6.5	18.9
344.4	20	0.251	0.49	7.5	13.8
344.5	15	0.233	0.68	5.8	11.9
344.6	35	0.163	0.02	5.5	17.5
344.7	19	0.286	0.28	6.1	11.8
344.8	22	0.103	0.31	6.4	13.3
344.9	40	0.285	1.41	7.1	16.4
345.0	15	0.36	1.11	8.0	17.1
345.1	39	0.265	1.35	7.0	17.8
345.2	37	0.288	1.36	10.0	11.5
345.3	36	0.136	1.19	6.4	15.4
345.4	11	0.138	0.72	7.1	16.7
345.5	33	0.224	0.61	5.5	19.6
345.6	39	0.251	0.57	6.0	14.3
345.7	13	0.321	0.2	8.5	17.5
345.8	32	0.369	0.32	5.0	16.2
345.9	13	0.162	0.83	8.5	17.5
346.0	37	0.218	0.91	7.5	19.4
346.1	27	0.103	0.28	8.9	10.7
346.2	15	0.299	1.08	8.5	12.6
346.3	38	0.225	0.72	7.5	13.6
346.4	35	0.344	0.66	9.3	16.3
346.5	26	0.339	1.09	9.4	10.2
346.6	26	0.221	0.81	9.7	11.3
346.7	32	0.286	1.09	9.0	16.5
346.8	18	0.131	0.65	7.1	10.4
346.9	21	0.216	0.43	7.6	15.7
347.0	26	0.17	1.42	6.8	10.4
347.1	22	0.306	1.38	5.0	12.4
347.2	36	0.345	0.69	9.3	18.4
347.3	13	0.21	1.16	8.6	18.5
347.4	31	0.27	0.82	6.4	10.7
347.5	16	0.305	0.52	6.2	12.8
347.6	19	0.243	0.72	7.7	16.2
347.7	36	0.38	1.02	9.3	16.9
347.8	29	0.322	0.54	8.3	11.8
347.9	27	0.147	0.08	8.8	12.7
348.0	27	0.184	0.05	8.4	17.0
348.1	15	0.113	0.28	5.9	12.4
348.2	28	0.116	0.4	7.3	11.7
348.3	22	0.354	0.85	9.1	10.5
348.4	30	0.376	0.63	5.8	13.3
348.5	11	0.385	0.36	5.1	18.5
348.6	30	0.372	1.13	6.5	15.3
348.7	29	0.385	0.5	5.0	17.5
348.8	23	0.265	0.46	5.7	18.1
348.9	13	0.14	0.86	7.7	12.2
349.0	40	0.21	0.48	5.5	17.3
349.1	37	0.228	1.36	8.9	17.7
349.2	26	0.373	0.99	9.0	15.1
349.3	26	0.187	0.72	9.1	12.4
349.4	18	0.271	0.45	8.1	10.0
349.5	22	0.129	1.15	5.9	15.0
349.6	14	0.32	0.62	6.6	13.7
349.7	20	0.139	0.15	6.2	17.3
349.8	36	0.124	0.57	5.6	10.7
349.9	35	0.155	0.87	8.5	15.3
350.0	21	0.367	1.39	7.2	12.7
350.1	13	0.124	0.32	8.3	12.5
350.2	25	0.308	0.56	6.2	17.3
350.3	37	0.241	0.45	8.9	17.0
350.4	17	0.115	1.16	7.0	11.3
350.5	24	0.27	0.09	7.4	16.6
350.6	37	0.257	0.39	5.4	15.9
350.7	32	0.122	0.38	5.0	16.9
350.8	24	0.118	0.64	8.5	17.4
350.9	23	0.167	1.07	7.5	17.2
351.0	33	0.303	0.24	5.4	10.2
351.1	17	0.382	0.85	7.7	11.3
351.2	22	0.383	0.31	5.4	19.9
351.3	15	0.196	0.57	8.6	17.2
351.4	19	0.288	0.34	7.1	17.7
351.5	35	0.182	0.22	8.0	13.4
351.6	14	0.309	0.89	8.5	13.1
351.7	38	0.366	1.04	9.8	19.1
351.8	37	0.309	0.11	8.3	16.9
351.9	24	0.269	0.29	9.0	14.1
352.0	24	0.111	0.78	6.0	13.1
352.1	12	0.363	0.18	7.7	16.3
352.2	25	0.105	1.17	9.8	13.4
352.3	11	0.286	0.07	8.3	12.8
352.4	15	0.386	1.24	7.4	13.4
352.5	21	0.108	0.26	5.0	12.9
352.6	12	0.218	1.27	6.9	19.0
352.7	35	0.378	1.32	7.4	10.1
352.8	30	0.389	0.16	7.8	12.9
352.9	16	0.218	0.84	9.2	13.5
353.0	36	0.289	1.11	5.3	19.7
353.1	39	0.353	0.41	9.2	17.0
353.2	19	0.244	1.13	9.7	12.4
353.3	26	0.325	0.66	8.5	15.3
353.4	16	0.205	1.21	8.5	18.7
353.5	22	0.236	1.36	9.9	14.1
353.6	20	0.367	1.49	6.7	18.1
353.7	34	0.252	0.17	7.1	11.3
353.8	13	0.391	0.32	6.7	13.5
353.9	23	0.124	0.62	6.6	10.4
354.0	14	0.315	0.06	5.9	11.9
354.1	26	0.357	1.08	5.3	16.2
354.2	24	0.363	1.25	7.1	15.0
354.3	27	0.105	0.04	8.7	19.0
354.4	36	0.232	1.38	5.0	11.5
354.5	31	0.255	0.56	5.6	14.4
354.6	20	0.121	0.52	8.0	12.3
354.7	33	0.25	0.17	9.1	14.1
354.8	30	0.145	0.43	6.6	12.5
354.9	38	0.22	0.44	5.8	19.9
355.0	15	0.24	0.0	7.8	15.4
355.1	34	0.12	0.15	9.0	10.1
355.2	17	0.34	0.71	9.0	10.6
355.3	27	0.377	0.84	8.9	17.4
355.4	32	0.146	0.9	7.4	18.7
355.5	23	0.159	1.2	8.3	10.4
355.6	21	0.319	0.87	7.3	10.6
355.7	23	0.228	1.25	6.1	12.9
355.8	18	0.121	0.45	8.8	18.5
355.9	31	0.28	0.05	9.7	14.5
356.0	22	0.285	0.23	8.6	11.6
356.1	15	0.352	1.24	5.6	19.6
356.2	17	0.129	1.36	5.6	16.0
356.3	37	0.168	1.38	6.4	11.0
356.4	36	0.346	0.28	6.4	14.9
356.5	37	0.108	0.91	8.5	15.5
356.6	31	0.137	0.95	9.5	15.2
356.7	26	0.3	1.46	6.6	17.0
356.8	38	0.365	0.84	7.0	14.5
356.9	33	0.111	1.21	8.9	10.7
357.0	18	0.122	1.24	7.4	18.5
357.1	29	0.11	1.23	6.9	17.5
357.2	39	0.313	0.65	8.9	14.7
357.3	14	0.222	1.36	9.2	14.0
357.4	21	0.134	0.26	9.4	17.7
357.5	15	0.315	0.83	6.2	12.2
357.6	14	0.361	0.42	9.5	19.5
357.7	13	0.374	1.33	8.9	10.4
357.8	32	0.193	0.63	6.7	14.1
357.9	36	0.34	0.58	8.6	10.9
358.0	30	0.105	1.32	5.8	19.1
358.1	11	0.286	0.98	7.4	10.5
358.2	37	0.192	0.73	5.1	11.0
358.3	10	0.308	0.15	7.7	19.8
358.4	33	0.192	0.01	6.9	10.4
358.5	32	0.211	0.53	9.6	12.0
358.6	24	0.179	0.15	8.0	18.5
358.7	37	0.285	1.3	5.3	10.8
358.8	32	0.223	1.01	5.7	19.7
358.9	20	0.287	1.08	5.8	10.9
359.0	27	0.11	0.53	5.1	18.8
359.1	25	0.283	0.46	5.1	13.8
359.2	32	0.138	1.49	8.8	11.0
359.3	34	0.149	0.28	6.7	14.5
359.4	34	0.107	0.8	8.4	12.5
359.5	19	0.153	1.4	7.3	18.9
359.6	24	0.245	1.36	6.2	14.8
359.7	34	0.125	1.26	9.7	20.0
359.8	21	0.379	0.59	8.0	11.0
359.9	36	0.398	1.37	7.1	10.1
360.0	38	0.185	0.62	7.5	10.5
360.1	18	0.261	0.86	8.2	12.1
360.2	33	0.27	0.07	10.0	19.6
360.3	37	0.385	0.71	6.0	19.3
360.4	18	0.126	0.0	9.7	19.1
360.5	24	0.201	1.43	8.1	17.4
360.6	35	0.252	1.04	6.3	10.0
360.7	38	0.224	0.83	6.8	12.2
360.8	11	0.207	0.14	5.9	19.2
360.9	19	0.261	0.62	7.6	19.9
361.0	26	0.328	0.83	5.3	18.8
361.1	14	0.337	0.81	9.8	17.9
361.2	16	0.203	0.04	8.6	19.4
361.3	11	0.153	1.44	5.1	15.9
361.4	19	0.223	0.28	9.5	14.8
361.5	31	0.356	1.0	5.3	13.5
361.6	16	0.347	0.77	6.3	10.3
361.7	13	0.165	1.4	6.1	17.9
361.8	24	0.357	0.4	5.1	17.0
361.9	35	0.332	0.65	5.2	12.4
362.0	14	0.158	1.29	5.8	16.8
362.1	40	0.162	0.91	6.8	18.2
362.2	20	0.23	1.25	7.0	10.8
362.3	34	0.365	1.01	7.6	18.7
362.4	32	0.1	1.28	9.2	12.2
362.5	14	0.262	0.37	6.8	13.4
362.6	16	0.167	1.0	6.4	14.6
362.7	39	0.128	0.21	8.0	17.5
362.8	38	0.313	0.2	9.1	18.3
362.9	16	0.148	1.49	8.0	20.0
363.0	18	0.251	0.51	5.5	12.9
363.1	21	0.256	0.43	8.4	10.8
363.2	16	0.381	1.27	9.2	12.8
363.3	21	0.203	1.39	7.2	18.2
363.4	23	0.231	0.34	6.0	11.5
363.5	31	0.274	0.27	5.9	15.4
363.6	38	0.359	0.12	6.5	15.3
363.7	13	0.346	1.44	9.1	17.8
363.8	11	0.166	1.03	6.1	10.8
363.9	19	0.194	0.15	5.9	11.5
364.0	23	0.216	0.11	7.1	11.2
364.1	37	0.242	0.84	8.0	19.0
364.2	33	0.24	0.04	6.5	17.7
364.3	12	0.377	1.34	7.6	14.1
364.4	12	0.319	0.39	8.2	12.6
364.5	39	0.295	1.21	7.8	17.3
364.6	30	0.314	0.84	6.2	13.1
364.7	34	0.135	0.77	8.3	10.4
364.8	33	0.335	0.0	9.6	13.9
364.9	34	0.303	0.33	8.1	16.5
365.0	35	0.169	0.24	7.5	13.6
365.1	24	0.204	1.19	9.5	11.9
365.2	21	0.162	0.34	6.6	12.1
365.3	36	0.102	0.95	6.8	10.2
365.4	19	0.375	0.92	6.0	19.9
365.5	27	0.285	0.17	9.3	16.4
365.6	33	0.381	0.9	6.2	19.3
365.7	26	0.316	0.02	5.2	10.0
365.8	40	0.189	0.09	8.2	17.3
365.9	22	0.139	1.01	5.3	17.8
366.0	39	0.225	0.29	6.6	11.2
366.1	20	0.189	0.54	6.9	12.9
366.2	11	0.338	0.93	9.4	12.3
366.3	12	0.356	0.87	5.1	13.5
366.4	14	0.279	1.37	6.3	16.6
366.5	34	0.224	1.26	7.4	11.9
366.6	20	0.166	1.26	9.5	14.7
366.7	21	0.372	1.39	8.6	12.6
366.8	20	0.39	0.34	8.7	10.4
366.9	28	0.353	0.54	7.2	19.8
367.0	35	0.153	0.35	5.0	11.3
367.1	36	0.299	0.5	6.5	16.0
367.2	24	0.296	0.14	8.6	18.7
367.3	23	0.115	1.14	6.1	11.0
367.4	15	0.157	1.12	7.9	14.2
367.5	29	0.326	0.69	5.5	14.7
367.6	38	0.154	0.92	6.6	12.2
367.7	28	0.289	0.11	8.2	19.2
367.8	31	0.326	1.31	9.8	16.2
367.9	19	0.271	0.94	6.9	15.3
368.0	37	0.29	0.63	8.4	13.6
368.1	19	0.328	0.89	10.0	16.6
368.2	17	0.199	1.26	5.2	17.7
368.3	40	0.271	0.74	6.5	16.8
368.4	39	0.125	0.28	7.8	17.5
368.5	23	0.4	0.96	8.1	14.3
368.6	20	0.344	0.02	6.1	16.5
368.7	14	0.114	0.07	7.8	14.7
368.8	20	0.158	0.85	5.8	17.8
368.9	38	0.153	0.19	5.4	15.4
369.0	15	0.306	0.89	5.9	15.4
369.1	23	0.332	1.01	9.3	18.4
369.2	40	0.15	0.04	8.2	19.8
369.3	37	0.166	1.07	8.4	12.7
369.4	35	0.144	0.32	9.6	11.7
369.5	40	0.128	0.74	7.3	11.2
369.6	26	0.172	1.3	8.5	18.9
369.7	27	0.104	0.68	5.7	10.8
369.8	33	0.303	0.37	5.6	15.7
369.9	39	0.33	1.07	7.2	13.4
370.0	11	0.257	1.48	7.1	16.2
370.1	31	0.35	0.03	5.8	11.7
370.2	16	0.396	1.06	7.4	13.9
370.3	20	0.372	0.15	9.5	10.5
370.4	39	0.395	0.67	8.0	14.9
370.5	25	0.274	0.26	8.6	12.5
370.6	27	0.362	0.67	6.7	13.0
370.7	29	0.25	0.76	7.4	19.5
370.8	33	0.136	0.66	7.0	14.1
370.9	17	0.101	0.8	9.9	13.5
371.0	16	0.242	1.29	6.2	19.4
371.1	34	0.125	1.22	8.5	13.1
371.2	30	0.301	1.49	6.2	15.1
371.3	28	0.28	1.17	5.6	12.2
371.4	33	0.158	1.08	10.0	17.5
371.5	17	0.168	1.4	6.6	19.9
371.6	31	0.184	0.27	8.6	19.0
371.7	25	0.398	0.99	5.9	15.7
371.8	30	0.355	1.27	7.2	15.9
371.9	15	0.31	0.09	9.9	16.3
372.0	20	0.4	0.94	9.6	14.2
372.1	12	0.163	1.14	5.8	11.4
372.2	13	0.394	0.27	6.2	15.0
372.3	24	0.183	1.48	6.4	15.3
372.4	34	0.243	0.63	8.5	19.1
372.5	28	0.235	0.11	10.0	20.0
372.6	34	0.112	1.1	9.1	11.3
372.7	15	0.192	0.24	6.7	19.4
372.8	23	0.29	0.54	5.1	18.4
372.9	11	0.393	1.1	8.9	19.0
373.0	13	0.374	1.17	6.0	17.1
373.1	17	0.365	0.29	6.1	11.8
373.2	11	0.382	0.99	7.4	19.7
373.3	17	0.358	0.28	9.3	14.2
373.4	39	0.123	0.26	6.3	19.1
373.5	16	0.135	1.14	10.0	19.1
373.6	31	0.264	0.04	5.2	12.8
373.7	15	0.14	0.51	9.0	11.7
373.8	30	0.313	1.35	7.8	17.9
373.9	14	0.116	1.12	5.3	16.7
374.0	32	0.291	1.26	8.0	13.6
374.1	28	0.214	0.59	6.1	11.2
374.2	22	0.194	0.79	7.4	19.5
374.3	27	0.185	0.61	7.0	19.2
374.4	34	0.358	0.15	7.7	14.6
374.5	36	0.106	0.35	9.9	12.3
374.6	21	0.343	0.62	5.9	17.2
374.7	27	0.373	0.09	9.0	17.2
374.8	23	0.117	0.63	7.3	18.2
374.9	17	0.349	0.63	6.1	18.3
375.0	20	0.135	1.46	9.3	16.6
375.1	10	0.229	0.62	8.0	13.2
375.2	40	0.165	1.34	8.9	15.3
375.3	39	0.165	0.61	6.8	18.4
375.4	19	0.289	1.3	8.9	14.4
375.5	37	0.285	0.19	7.3	13.6
375.6	40	0.136	1.37	10.0	11.6
375.7	25	0.107	1.11	5.8	11.2
375.8	10	0.258	0.07	9.2	14.2
375.9	15	0.342	1.34	8.4	13.5
376.0	33	0.23	0.7	7.0	10.6
376.1	21	0.3	0.06	9.7	19.5
376.2	14	0.17	0.96	5.9	12.5
376.3	10	0.364	0.28	8.3	10.0
376.4	19	0.168	1.22	6.0	18.1
376.5	23	0.38	1.03	6.4	14.3
376.6	34	0.265	0.71	5.2	14.7
376.7	16	0.155	0.52	7.2	16.1
376.8	19	0.394	1.46	8.7	10.1
376.9	28	0.317	0.02	7.5	17.6
377.0	13	0.391	0.41	6.3	10.5
377.1	24	0.205	1.17	5.6	10.1
377.2	35	0.189	0.04	5.4	11.1
377.3	25	0.257	0.0	7.2	19.1
377.4	22	0.377	0.57	5.6	12.0
377.5	30	0.124	1.43	6.8	19.3
377.6	26	0.325	0.96	5.1	17.2
377.7	31	0.326	0.56	7.2	13.1
377.8	13	0.184	0.22	8.5	13.8
377.9	13	0.216	0.36	8.1	12.2
378.0	27	0.317	1.46	7.4	14.9
378.1	33	0.234	0.76	6.0	10.7
378.2	28	0.308	1.21	5.9	19.4
378.3	15	0.269	0.57	8.1	12.1
378.4	36	0.396	0.02	7.4	11.8
378.5	28	0.201	0.58	6.3	13.2
378.6	12	0.314	0.17	5.9	12.0
378.7	31	0.347	0.11	9.2	18.2
378.8	25	0.367	0.53	7.0	12.1
378.9	15	0.396	0.66	5.7	14.3
379.0	11	0.31	0.32	5.8	10.5
379.1	11	0.22	1.16	8.1	13.6
379.2	12	0.207	0.29	8.8	14.5
379.3	39	0.327	0.05	9.2	11.8
379.4	10	0.394	1.3	8.4	17.9
379.5	21	0.23	0.08	5.5	18.9
